Antecedent;Consequent
 Ei 0,30|  Key/Card-Aufladung|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Semmeln   
 Ei 0,30|  Key/Card-Aufladung|  Semmeln|  belegte Backw. 1,40 ; Port. Butter Honig ec   
 Key/Card-Aufladung|  Port. Butter Honig ec|  Semmeln|  belegte Backw. 1,40 ; Ei 0,30   
 Key/Card-Aufladung|  Senf 0,10|  Senf 0,10 ; Breze 0,65   
 BIO Back 0,45|  Key/Card-Aufladung|  Marmelade 0,35 ; Obstbecher 0,90   
 BIO Back 0,45|  Key/Card-Aufladung|  Obstbecher 0,90 ; Marmelade 0,35   
 Key/Card-Aufladung|  Marmelade 0,35|  Obstbecher 0,90 ; BIO Back 0,45   
 Ei 0,30|  Key/Card-Aufladung|  Marmelade 0,35 ; Müsli to go   
 Ei 0,30|  Key/Card-Aufladung|  Müsli to go ; Marmelade 0,35   
 Key/Card-Aufladung|  Marmelade 0,35|  Müsli to go ; Ei 0,30   
 BIO Molkerei 0,80|  Key/Card-Aufladung|  Klassik Semmel 0,30 ; Wiener   
 BIO Molkerei 0,80|  Key/Card-Aufladung|  Wiener ; Klassik Semmel 0,30   
 Key/Card-Aufladung|  Klassik Semmel 0,30|  Wiener ; BIO Molkerei 0,80   
 Key/Card-Aufladung|  Leberkäse Semmel ; Breze 0,65|  Semmeln| 
 Breze 0,65|  Key/Card-Aufladung|  Semmeln ;, 
 Key/Card-Aufladung|  Leberkäse Semmel|  Semmeln ; Breze 0,65   
 Key/Card-Aufladung|  Leberkäse Semmel|  Leberkäse Semmel ; Breze 0,65|  Semmeln| 
 Breze 0,65|  Key/Card-Aufladung|  Leberkäse Semmel|  Leberkäse Semmel ; Semmeln   
 Key/Card-Aufladung|  Leberkäse Semmel|  Leberkäse Semmel|  Semmeln ; Breze 0,65   
 Key/Card-Aufladung|  O-Saft frisch|  Obst 0,40 ; belegte Backw. 1,70   
 Key/Card-Aufladung|  O-Saft frisch|  belegte Backw. 1,70 ; Obst 0,40   
 Key/Card-Aufladung|  Obst 0,40|  belegte Backw. 1,70 ; O-Saft frisch   
 Key/Card-Rücknahme|  Key/Card-Rücknahme ; Key/Card-Aufladung   
 Key/Card-Aufladung|  Semmeln|  Semmeln ; Breze 0,65   
 Breze 0,65|  Breze 0,65|  Key/Card-Aufladung ; Semmeln   
 Key/Card-Aufladung|  Wiener|  Wiener ; Breze 0,65|  O-Saft frisch| 
 Breze 0,65|  Key/Card-Aufladung|  Wiener|  Wiener ; O-Saft frisch   
 Key/Card-Aufladung|  O-Saft frisch|  Wiener|  Wiener ; Breze 0,65   
 Key/Card-Aufladung|  O-Saft frisch|  O-Saft frisch ; Breze 0,65   
 Key/Card-Rücknahme|  Senf 0,10 ; Obstbecher 0,90|  belegte Backw. 1,40| 
 Key/Card-Rücknahme|  Obstbecher 0,90|  Senf 0,10 ; belegte Backw. 1,40   
 Key/Card-Rücknahme|  Obstbecher 0,90|  belegte Backw. 1,40 ; Senf 0,10   
 Key/Card-Rücknahme|  Senf 0,10|  belegte Backw. 1,40 ; Obstbecher 0,90   
 Obstbecher 0,90|  Senf 0,10|  belegte Backw. 1,40 ; Key/Card-Rücknahme   
 Key/Card-Rücknahme|  Obst 0,40 ; Breze 0,65   
 Key/Card-Rücknahme|  Marmelade 0,35 ; Kornsemmel 0,40|  Port. Butter Honig ec| 
 Key/Card-Rücknahme|  Kornsemmel 0,40|  Marmelade 0,35 ; Port. Butter Honig ec   
 Key/Card-Rücknahme|  Marmelade 0,35|  Port. Butter Honig ec ; Kornsemmel 0,40   
 BIO Molkerei 0,50|  Wiener Teller ; Key/Card-Rücknahme   
 Key/Card-Rücknahme|  Wiener Teller ; BIO Molkerei 0,50   
 Breze 0,65|  Key/Card-Rücknahme|  Molkereiprodukte 0,65 ; Port. Butter Honig ec   
 Key/Card-Rücknahme|  Molkereiprodukte 0,65|  Port. Butter Honig ec ; Breze 0,65   
 BIO Molkerei 0,55 _|  Key/Card-Rücknahme|  belegte Backw. 1,40 ; Ei 0,30|  Müsli to go| 
 Ei 0,30|  Key/Card-Rücknahme|  belegte Backw. 1,40 ; BIO Molkerei 0,55 _|  Müsli to go| 
 Key/Card-Rücknahme|  Müsli to go|  belegte Backw. 1,40 ; BIO Molkerei 0,55 _|  Ei 0,30| 
 BIO Molkerei 0,55 _|  Key/Card-Rücknahme|  Müsli to go ; Ei 0,30   
 BIO Molkerei 0,55 _|  Ei 0,30|  Key/Card-Rücknahme|  Müsli to go ; belegte Backw. 1,40   
 BIO Molkerei 0,55 _|  Ei 0,30|  Key/Card-Rücknahme|  belegte Backw. 1,40 ; Müsli to go   
 BIO Molkerei 0,55 _|  Key/Card-Rücknahme|  Müsli to go|  belegte Backw. 1,40 ; Ei 0,30   
 Ei 0,30|  Key/Card-Rücknahme|  Müsli to go|  belegte Backw. 1,40 ; BIO Molkerei 0,55 _   
 Breze 0,65|  Key/Card-Rücknahme|  belegte Backw. 1,40 ; Port. Butter Honig ec   
 Key/Card-Rücknahme|  Port. Butter Honig ec|  belegte Backw. 1,40 ; Breze 0,65   
 BIO Molkerei 0,55 _|  Ei 0,30|  Molkereiprodukte 0,65 ; Key/Card-Rücknahme   
 BIO Molkerei 0,55 _|  Key/Card-Rücknahme|  Molkereiprodukte 0,65 ; Ei 0,30   
 Ei 0,30|  Key/Card-Rücknahme|  Molkereiprodukte 0,65 ; BIO Molkerei 0,55 _   
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Obstbecher 0,90 ; Kornsemmel 0,40|  Wiener| 
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Wiener ; Kornsemmel 0,40|  Obstbecher 0,90| 
 Key/Card-Rücknahme|  Obstbecher 0,90|  Wiener ; Kornsemmel 0,40   
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Kornsemmel 0,40 ; Obstbecher 0,90|  Wiener| 
 Key/Card-Rücknahme|  Kornsemmel 0,40|  Obstbecher 0,90 ; Wiener   
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Kornsemmel 0,40|  Obstbecher 0,90 ; Wiener   
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Kornsemmel 0,40|  Wiener ; Obstbecher 0,90   
 Key/Card-Rücknahme|  Klassik Semmel 0,30|  Obstbecher 0,90|  Wiener ; Kornsemmel 0,40   
 Key/Card-Rücknahme|  Kornsemmel 0,40|  Obstbecher 0,90|  Wiener ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Kornsemmel 0,40|  Obstbecher 0,90|  Wiener ; Key/Card-Rücknahme   
 Ei 0,30|  Key/Card-Rücknahme|  Leberkäse Semmel ; Semmeln   
 Ei 0,30|  Key/Card-Rücknahme|  Semmeln ; Leberkäse Semmel   
 Key/Card-Rücknahme|  Müsli to go|  Obstbecher 0,90 ; belegte Backw. 1,70   
 BIO Back 0,45|  Key/Card-Rücknahme|  Port. Butter Honig ec ; Breze 0,65|  O-Saft frisch| 
 BIO Back 0,45|  Key/Card-Rücknahme|  Käse-Mohn Breze ; Wiener   
 BIO Back 0,45|  Key/Card-Rücknahme|  Wiener ; Käse-Mohn Breze   
 BIO Back 0,45|  Käse-Mohn Breze|  Wiener ; Key/Card-Rücknahme   
 Key/Card-Rücknahme|  Käse-Mohn Breze|  Wiener ; BIO Back 0,45   
 Breze 0,65|  Key/Card-Rücknahme|  Müsli to go ; Wiener   
 Breze 0,65|  Key/Card-Rücknahme|  Wiener ; Müsli to go   
 Key/Card-Rücknahme|  Müsli to go|  Wiener ; Breze 0,65   
 Ei 0,30|  Key/Card-Rücknahme|  Port. Butter Honig ec ; Müsli to go   
 Key/Card-Rücknahme|  Müsli to go|  Port. Butter Honig ec ; Ei 0,30   
 Backwaren Kuchen 1,30|  Key/Card-Rücknahme|  Semmeln ; Wiener   
 Backwaren Kuchen 1,30|  Key/Card-Rücknahme|  Wiener ; Semmeln   
 Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch ; BIO Back 0,45|  Breze 0,65|  Port. Butter Honig ec| 
 Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch ; BIO Back 0,45|  Port. Butter Honig ec| 
 Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch|  Port. Butter Honig ec ; BIO Back 0,45|  Breze 0,65| 
 BIO Back 0,45|  Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch ; Breze 0,65|  Port. Butter Honig ec| 
 BIO Back 0,45|  O-Saft frisch|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 BIO Back 0,45|  Breze 0,65|  Key/Card-Rücknahme|  Port. Butter Honig ec ; O-Saft frisch   
 BIO Back 0,45|  Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch ; Port. Butter Honig ec   
 BIO Back 0,45|  Breze 0,65|  O-Saft frisch|  O-Saft frisch|  Port. Butter Honig ec ; Key/Card-Rücknahme   
 BIO Back 0,45|  Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch|  O-Saft frisch|  Port. Butter Honig ec ; BIO Back 0,45   
 Key/Card-Rücknahme|  O-Saft frisch|  Semmeln ; Wiener   
 Key/Card-Rücknahme|  O-Saft frisch|  Wiener ; Semmeln   
 BIO Back 0,45|  Key/Card-Rücknahme|  O-Saft frisch ; Breze 0,65|  Port. Butter Honig ec| 
 Key/Card-Rücknahme|  O-Saft frisch|  Port. Butter Honig ec ; BIO Back 0,45|  Breze 0,65| 
 Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch ; BIO Back 0,45|  Port. Butter Honig ec| 
 BIO Back 0,45|  Breze 0,65|  Key/Card-Rücknahme ; O-Saft frisch|  Port. Butter Honig ec| 
 BIO Back 0,45|  Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch ; Port. Butter Honig ec   
 BIO Back 0,45|  Key/Card-Rücknahme|  O-Saft frisch|  Port. Butter Honig ec ; Breze 0,65   
 Breze 0,65|  Key/Card-Rücknahme|  O-Saft frisch|  Port. Butter Honig ec ; BIO Back 0,45   
 Molkereiprodukte 0,65|  Pfälzer ; Dinkelspitz   
 BIO Frucht Buttermilch|  Backwaren Kuchen 1,30|  Breze 0,65 ; Pfälzer   
 BIO Frucht Buttermilch|  Backwaren Kuchen 1,30|  Pfälzer ; Breze 0,65   
 BIO Frucht Buttermilch|  Breze 0,65|  Pfälzer ; Backwaren Kuchen 1,30   
 Breze 0,65|  Pfälzer|  Port. Butter Honig ec ; O-Saft frisch   
 Klassik Semmel 0,30|  O-Saft frisch|  Pfälzer ; Port. Butter Honig ec   
 Klassik Semmel 0,30|  Pfälzer|  Port. Butter Honig ec ; O-Saft frisch   
 Klassik Semmel 0,30|  Pfälzer|  Pfälzer ; BIO Molkerei 0,80   
 Kornsemmel 0,40|  Pfälzer|  Pfälzer ; BIO Molkerei 0,80|  Klassik Semmel 0,30| 
 BIO Molkerei 0,80|  Pfälzer|  Pfälzer ; Klassik Semmel 0,30   
 BIO Molkerei 0,80|  Kornsemmel 0,40|  Pfälzer|  Pfälzer ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Kornsemmel 0,40|  Pfälzer|  Pfälzer ; BIO Molkerei 0,80   
 Klassik Semmel 0,30|  Klassik Semmel 0,30|  Pfälzer|  Pfälzer ; BIO Molkerei 0,80   
 Breze 0,65|  Pfälzer|  Pfälzer ;, 
 O-Saft frisch|  Pfälzer|  belegte Backw. 1,70 ; Breze 0,65|  Kornsemmel 0,40| 
 Kornsemmel 0,40|  O-Saft frisch|  Pfälzer ; Breze 0,65|  belegte Backw. 1,70| 
 Kornsemmel 0,40|  Pfälzer|  belegte Backw. 1,70 ; Breze 0,65   
 Breze 0,65|  Kornsemmel 0,40|  Pfälzer ; belegte Backw. 1,70   
 Breze 0,65|  Kornsemmel 0,40|  O-Saft frisch|  Pfälzer ; belegte Backw. 1,70   
 Breze 0,65|  Kornsemmel 0,40|  O-Saft frisch|  belegte Backw. 1,70 ; Pfälzer   
 Breze 0,65|  Kornsemmel 0,40|  Pfälzer|  belegte Backw. 1,70 ; O-Saft frisch   
 Breze 0,65|  O-Saft frisch|  Pfälzer|  belegte Backw. 1,70 ; Kornsemmel 0,40   
 Kornsemmel 0,40|  O-Saft frisch|  Pfälzer|  belegte Backw. 1,70 ; Breze 0,65   
 Senf 0,10|  belegte Backw. 2,30 ; Pfälzer   
 Klassik Semmel 0,30|  Obstbecher 0,90|  belegte Backw. 2,30 ; Backwaren Kuchen 1,30   
 Obstbecher 0,90|  Pfälzer|  belegte Backw. 2,30 ; Backwaren Kuchen 1,30|  Klassik Semmel 0,30| 
 Backwaren Kuchen 1,30|  Klassik Semmel 0,30|  Obstbecher 0,90|  belegte Backw. 2,30 ; Pfälzer   
 Backwaren Kuchen 1,30|  Obstbecher 0,90|  Pfälzer|  belegte Backw. 2,30 ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Obstbecher 0,90|  Pfälzer|  belegte Backw. 2,30 ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Pfälzer|  belegte Backw. 2,30 ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Pfälzer|  belegte Backw. 2,30 ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Pfälzer|  Senf 0,10 ; Klassik Semmel 0,30|  Obstbecher 0,90| 
 Backwaren Kuchen 1,30|  Klassik Semmel 0,30|  Obstbecher 0,90|  Senf 0,10 ; Pfälzer   
 Backwaren Kuchen 1,30|  Klassik Semmel 0,30|  Pfälzer|  Senf 0,10 ; Obstbecher 0,90   
 Backwaren Kuchen 1,30|  Obstbecher 0,90|  Pfälzer|  Senf 0,10 ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Obstbecher 0,90|  Pfälzer|  Senf 0,10 ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Obstbecher 0,90|  Pfälzer ; Klassik Semmel 0,30   
 Backwaren Kuchen 1,30|  Pfälzer|  belegte Backw. 1,70 ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Pfälzer|  belegte Backw. 1,70 ; Backwaren Kuchen 1,30   
 Ei 0,30|  Obstbecher 0,90|  Pfälzer ; belegte Backw. 1,70   
 Ei 0,30|  Pfälzer|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 0,80|  Kornsemmel 0,40|  Pfälzer ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Kornsemmel 0,40|  Pfälzer ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Kornsemmel 0,40 ; Klassik Semmel 0,30   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Pfälzer ; Klassik Semmel 0,30   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Klassik Semmel 0,30 ; Kornsemmel 0,40   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Klassik Semmel 0,30|  Kornsemmel 0,40 ; Pfälzer   
 BIO Molkerei 0,80|  BIO Molkerei 0,80|  Kornsemmel 0,40|  Pfälzer ; Klassik Semmel 0,30   
 Klassik Semmel 0,30|  Klassik Semmel 0,30|  Pfälzer ; BIO Molkerei 0,80   
 BIO Back 0,45|  Obstbecher 0,90|  Pfälzer ; Senf 0,10   
 BIO Molkerei 0,80|  Pfälzer|  Senf 0,10 ; Klassik Semmel 0,30   
 BIO Molkerei 0,80|  Breze 0,65|  Klassik Semmel 0,30 ; Pfälzer   
 Breze 0,65|  Klassik Semmel 0,30|  Pfälzer ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  MüsliTeller ; Ei 0,30|  O-Saft frisch| 
 BIO Molkerei 0,80|  Ei 0,30|  MüsliTeller ; O-Saft frisch   
 BIO Molkerei 0,80|  MüsliTeller|  O-Saft frisch ; Ei 0,30   
 MüsliTeller|  Senf 0,10 ; BIO Frucht Buttermilch|  belegte Backw. 1,70| 
 BIO Frucht Buttermilch|  MüsliTeller|  Senf 0,10 ; belegte Backw. 1,70   
 BIO Frucht Buttermilch|  MüsliTeller|  belegte Backw. 1,70 ; Senf 0,10   
 BIO Frucht Buttermilch|  Senf 0,10|  belegte Backw. 1,70 ; MüsliTeller   
 MüsliTeller|  Senf 0,10|  belegte Backw. 1,70 ; BIO Frucht Buttermilch   
 BIO Back 0,45|  MüsliTeller ; Breze 0,65|  Port. Butter Honig ec| 
 BIO Back 0,45|  Breze 0,65|  MüsliTeller ; Port. Butter Honig ec   
 BIO Back 0,45|  MüsliTeller|  Port. Butter Honig ec ; Breze 0,65   
 MüsliTeller|  MüsliTeller ; O-Saft frisch|  belegte Backw. 1,70| 
 MüsliTeller|  MüsliTeller|  O-Saft frisch ; belegte Backw. 1,70   
 MüsliTeller|  MüsliTeller|  belegte Backw. 1,70 ; O-Saft frisch   
 MüsliTeller|  Wiener ; BIO Molkerei 1,00   
 BIO Molkerei 1,00|  MüsliTeller|  Obstbecher 0,90 ; Wiener Teller   
 BIO Molkerei 1,00|  Obstbecher 0,90|  Wiener Teller ; MüsliTeller   
 MüsliTeller|  Obstbecher 0,90|  Wiener Teller ; BIO Molkerei 1,00   
 BIO Molkerei 0,50|  MüsliTeller|  Obstbecher 0,90 ; O-Saft frisch|  belegte Backw. 1,40| 
 BIO Molkerei 0,50|  MüsliTeller|  belegte Backw. 1,40 ; O-Saft frisch   
 MüsliTeller|  Obstbecher 0,90|  belegte Backw. 1,40 ; BIO Molkerei 0,50|  O-Saft frisch| 
 MüsliTeller|  O-Saft frisch|  Obstbecher 0,90 ; BIO Molkerei 0,50|  belegte Backw. 1,40| 
 BIO Molkerei 0,50|  O-Saft frisch|  belegte Backw. 1,40 ; Obstbecher 0,90   
 BIO Molkerei 0,50|  MüsliTeller|  O-Saft frisch|  Obstbecher 0,90 ; belegte Backw. 1,40   
 BIO Molkerei 0,50|  MüsliTeller|  O-Saft frisch|  belegte Backw. 1,40 ; Obstbecher 0,90   
 BIO Molkerei 0,50|  MüsliTeller|  Obstbecher 0,90|  belegte Backw. 1,40 ; O-Saft frisch   
 BIO Molkerei 0,50|  O-Saft frisch|  Obstbecher 0,90|  belegte Backw. 1,40 ; MüsliTeller   
 MüsliTeller|  O-Saft frisch|  Obstbecher 0,90|  belegte Backw. 1,40 ; BIO Molkerei 0,50   
 Breze 0,65|  MüsliTeller ; Port. Butter Honig ec   
 Dinkelspitz|  belegte Backw. 2,30 ; O-Saft frisch   
 BIO Molkerei 0,55 _|  Dinkelspitz ; BIO Back 0,45|  BIO Molkerei 0,50| 
 BIO Back 0,45|  BIO Molkerei 0,50|  Dinkelspitz ; BIO Molkerei 0,55 _   
 BIO Back 0,45|  BIO Molkerei 0,55 _|  Dinkelspitz ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Dinkelspitz ; BIO Back 0,45   
 BIO Joghurt Frucht|  Dinkelspitz ; Marmelade 0,35|  Port. Butter Honig ec| 
 BIO Joghurt Frucht|  Dinkelspitz|  Marmelade 0,35 ; Port. Butter Honig ec   
 BIO Joghurt Frucht|  Dinkelspitz|  Port. Butter Honig ec ; Marmelade 0,35   
 Dinkelspitz|  belegte Backw. 1,70 ; Port. Butter Honig ec   
 Dinkelspitz|  Marmelade 0,35|  belegte Backw. 1,70 ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30 ; Müsli to go|  O-Saft frisch|  Port. Butter Honig ec| 
 BIO Molkerei 0,50|  Dinkelspitz|  Müsli to go ; Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec| 
 Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go ; O-Saft frisch|  Port. Butter Honig ec| 
 BIO Molkerei 0,50|  Dinkelspitz|  O-Saft frisch ; Klassik Semmel 0,30|  Müsli to go|  Port. Butter Honig ec| 
 Dinkelspitz|  Klassik Semmel 0,30|  O-Saft frisch ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go ; O-Saft frisch|  Port. Butter Honig ec| 
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  O-Saft frisch ; Müsli to go|  Port. Butter Honig ec| 
 BIO Molkerei 0,50|  Dinkelspitz|  Müsli to go|  O-Saft frisch ; Klassik Semmel 0,30|  Port. Butter Honig ec| 
 Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  Dinkelspitz|  Port. Butter Honig ec ; Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch| 
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  Port. Butter Honig ec ; Müsli to go|  O-Saft frisch| 
 BIO Molkerei 0,50|  Dinkelspitz|  O-Saft frisch|  Port. Butter Honig ec ; Klassik Semmel 0,30|  Müsli to go| 
 Dinkelspitz|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec ; Müsli to go   
 BIO Molkerei 0,50|  Dinkelspitz|  Müsli to go|  Port. Butter Honig ec ; Klassik Semmel 0,30|  O-Saft frisch| 
 BIO Molkerei 0,50|  Müsli to go|  O-Saft frisch|  Port. Butter Honig ec ; Klassik Semmel 0,30   
 BIO Molkerei 0,50|  Klassik Semmel 0,30|  Müsli to go|  Port. Butter Honig ec ; O-Saft frisch   
 Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go|  Port. Butter Honig ec ; O-Saft frisch   
 Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch|  Port. Butter Honig ec ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go|  Port. Butter Honig ec ; O-Saft frisch   
 BIO Molkerei 0,50|  Dinkelspitz|  Klassik Semmel 0,30|  O-Saft frisch|  Port. Butter Honig ec ; Müsli to go   
 BIO Molkerei 0,50|  Dinkelspitz|  Müsli to go|  O-Saft frisch|  Port. Butter Honig ec ; Klassik Semmel 0,30   
 BIO Molkerei 0,50|  Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch|  Port. Butter Honig ec ; Dinkelspitz   
 Dinkelspitz|  Klassik Semmel 0,30|  Müsli to go|  O-Saft frisch|  Port. Butter Honig ec ; BIO Molkerei 0,50   
 Breze 0,65|  Dinkelspitz|  Wiener Teller ; Kornsemmel 0,40|  Obst 0,40|  Port. Butter Honig ec| 
 Dinkelspitz|  Obst 0,40|  Wiener Teller ; Breze 0,65|  Kornsemmel 0,40|  Port. Butter Honig ec| 
 Dinkelspitz|  Kornsemmel 0,40|  Wiener Teller ; Breze 0,65|  Obst 0,40|  Port. Butter Honig ec| 
 Breze 0,65|  Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40 ; Port. Butter Honig ec   
 Breze 0,65|  Dinkelspitz|  Kornsemmel 0,40|  Wiener Teller ; Obst 0,40|  Port. Butter Honig ec| 
 Breze 0,65|  Dinkelspitz|  Obst 0,40|  Wiener Teller ; Kornsemmel 0,40|  Port. Butter Honig ec| 
 Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40|  Wiener Teller ; Breze 0,65|  Port. Butter Honig ec| 
 Dinkelspitz|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Kornsemmel 0,40|  Obst 0,40| 
 Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40|  Port. Butter Honig ec ; Breze 0,65   
 Dinkelspitz|  Kornsemmel 0,40|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Obst 0,40| 
 Dinkelspitz|  Obst 0,40|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65|  Kornsemmel 0,40| 
 Breze 0,65|  Dinkelspitz|  Port. Butter Honig ec|  Wiener Teller ; Kornsemmel 0,40|  Obst 0,40| 
 Breze 0,65|  Dinkelspitz|  Obst 0,40|  Port. Butter Honig ec ; Kornsemmel 0,40   
 Breze 0,65|  Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40|  Port. Butter Honig ec ; Wiener Teller   
 Breze 0,65|  Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40|  Wiener Teller ; Port. Butter Honig ec   
 Breze 0,65|  Dinkelspitz|  Kornsemmel 0,40|  Port. Butter Honig ec|  Wiener Teller ; Obst 0,40   
 Breze 0,65|  Dinkelspitz|  Obst 0,40|  Port. Butter Honig ec|  Wiener Teller ; Kornsemmel 0,40   
 Dinkelspitz|  Kornsemmel 0,40|  Obst 0,40|  Port. Butter Honig ec|  Wiener Teller ; Breze 0,65   
 Dinkelspitz|  Wiener Teller|  Wiener Teller ; Klassik Semmel 0,30|  Senf 0,10| 
 Dinkelspitz|  Klassik Semmel 0,30|  Senf 0,10 ; Wiener Teller   
 Dinkelspitz|  Klassik Semmel 0,30|  Wiener Teller|  Wiener Teller ; Senf 0,10   
 Dinkelspitz|  Senf 0,10|  Wiener Teller|  Wiener Teller ; Klassik Semmel 0,30   
 Dinkelspitz|  Klassik Semmel 0,30|  Wiener Teller ; Senf 0,10   
 Dinkelspitz|  Senf 0,10|  Wiener Teller ; Klassik Semmel 0,30   
 BIO Molkerei 0,80|  Dinkelspitz|  Leberkäse Semmel ; Semmeln|  Senf 0,10| 
 BIO Molkerei 0,80|  Dinkelspitz|  Semmeln ; Senf 0,10   
 BIO Molkerei 0,80|  Leberkäse Semmel|  Senf 0,10 ; Semmeln   
 Dinkelspitz|  Leberkäse Semmel|  Senf 0,10 ; BIO Molkerei 0,80|  Semmeln| 
 Dinkelspitz|  Semmeln|  Senf 0,10 ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  Semmeln|  Senf 0,10 ; Leberkäse Semmel   
 BIO Molkerei 0,80|  Dinkelspitz|  Leberkäse Semmel|  Semmeln ; Senf 0,10   
 BIO Molkerei 0,80|  Dinkelspitz|  Leberkäse Semmel|  Senf 0,10 ; Semmeln   
 BIO Molkerei 0,80|  Dinkelspitz|  Semmeln|  Senf 0,10 ; Leberkäse Semmel   
 BIO Molkerei 0,80|  Leberkäse Semmel|  Semmeln|  Senf 0,10 ; Dinkelspitz   
 Dinkelspitz|  Leberkäse Semmel|  Semmeln|  Senf 0,10 ; BIO Molkerei 0,80   
 BIO Back 0,45|  Dinkelspitz|  Leberkäse Semmel ; Obstbecher 0,90|  Semmeln| 
 BIO Back 0,45|  Dinkelspitz|  Semmeln ; Obstbecher 0,90   
 BIO Back 0,45|  Dinkelspitz|  Obstbecher 0,90 ; Semmeln   
 Dinkelspitz|  Leberkäse Semmel|  Obstbecher 0,90 ; BIO Back 0,45|  Semmeln| 
 Dinkelspitz|  Obstbecher 0,90|  Semmeln ; BIO Back 0,45   
 BIO Back 0,45|  Dinkelspitz|  Leberkäse Semmel|  Obstbecher 0,90 ; Semmeln   
 BIO Back 0,45|  Dinkelspitz|  Leberkäse Semmel|  Semmeln ; Obstbecher 0,90   
 BIO Back 0,45|  Dinkelspitz|  Obstbecher 0,90|  Semmeln ; Leberkäse Semmel   
 Dinkelspitz|  Leberkäse Semmel|  Obstbecher 0,90|  Semmeln ; BIO Back 0,45   
 Dinkelspitz|  Käse-Mohn Breze|  Obstbecher 0,90 ; O-Saft frisch   
 Dinkelspitz|  Ei 0,30|  Käse-Mohn Breze ; O-Saft frisch|  Port. Butter Honig ec| 
 Dinkelspitz|  Käse-Mohn Breze|  Port. Butter Honig ec ; Ei 0,30|  O-Saft frisch| 
